icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp,flight_id,route_id,aircraft_id,flight_day,departure_time,arrival_time,status,delay_reason,delay_minutes,fixed_cost,origin_airport_code,destination_airport_code,distance_miles,region,route_category,flight_time_minutes
4d2090,WMT5NY  ,Malta,1751992116,1751992122,17.9889,43.7906,10957.56,False,193.59,245.34,0.0,,11330.94,6011,False,0,2025-07-08T16:28:42,FL8461,RT7502,AC7432,2025-06-25,2025-06-25T09:45:00,2025-06-25T11:12:00,on-time,,0,7307.28,ATL,DFW,732,Domestic,Short-haul,87
8940d1,DHX752  ,Bahrain,1751992122,1751992122,24.7824,35.4988,10363.2,False,227.17,311.05,0.0,,11033.76,,False,0,2025-07-08T16:28:42,FL6986,RT7502,AC7432,2025-06-25,2025-06-25T07:00:00,2025-06-25T08:27:00,on-time,,0,7359.78,ATL,DFW,732,Domestic,Short-haul,87
3c6748,DLH5MK  ,Germany,1751992122,1751992122,11.4729,55.2049,11277.6,False,237.39,19.5,0.0,,11437.62,3743,False,0,2025-07-08T16:28:42,FL6566,RT7502,AC9250,2025-06-25,2025-06-25T14:15:00,2025-06-25T15:42:00,on-time,,0,6934.83,ATL,DFW,732,Domestic,Short-haul,87
495037,TAP455  ,Portugal,1751992122,1751992122,-7.2969,42.4819,9121.14,False,212.5,221.37,-6.83,,9639.3,7637,False,0,2025-07-08T16:28:42,FL2286,RT6474,AC7432,2025-06-25,2025-06-25T06:00:00,2025-06-25T08:30:00,on-time,,0,8140.43,BOS,MIA,1258,Domestic,Medium-haul,150
343046,VLG7PM  ,Spain,1751992121,1751992121,11.6299,44.8247,8846.82,False,198.14,255.57,8.45,,9022.08,1000,False,0,2025-07-08T16:28:42,FL1894,RT6474,AC7421,2025-06-25,2025-06-25T19:45:00,2025-06-25T22:15:00,on-time,,0,8001.14,BOS,MIA,1258,Domestic,Medium-haul,150
738103,ELY011  ,Israel,1751991981,1751991981,21.2764,41.4033,10965.18,False,235.71,303.52,0.0,,11513.82,7346,False,0,2025-07-08T16:28:42,FL6198,RT6565,AC7608,2025-06-25,2025-06-25T05:15:00,2025-06-25T07:17:00,on-time,,0,7524.94,SEA,DEN,1024,Domestic,Medium-haul,122
48c12e,RYR6852 ,Poland,1751992122,1751992122,12.9727,55.5089,3116.58,False,173.84,101.61,14.31,,3124.2,1000,False,0,2025-07-08T16:28:42,FL7946,RT5358,AC7608,2025-06-25,2025-06-25T11:30:00,2025-06-25T15:11:00,on-time,,0,8664.4,SFO,ORD,1846,Domestic,Medium-haul,221
48c12e,RYR6852 ,Poland,1751992122,1751992122,12.9727,55.5089,3116.58,False,173.84,101.61,14.31,,3124.2,1000,False,0,2025-07-08T16:28:42,FL7946,RT7502,AC9250,2025-06-25,2025-06-25T16:00:00,2025-06-25T17:27:00,on-time,,0,7141.82,ATL,DFW,732,Domestic,Short-haul,87
505e67,TVQ6122 ,Slovakia,1751992121,1751992122,20.3699,45.344,11277.6,False,229.26,142.38,-0.33,,11635.74,7362,False,0,2025-07-08T16:28:42,FL7946,RT5358,AC7608,2025-06-25,2025-06-25T11:30:00,2025-06-25T15:11:00,on-time,,0,8664.4,SFO,ORD,1846,Domestic,Medium-haul,221
505e67,TVQ6122 ,Slovakia,1751992121,1751992122,20.3699,45.344,11277.6,False,229.26,142.38,-0.33,,11635.74,7362,False,0,2025-07-08T16:28:42,FL7946,RT7502,AC9250,2025-06-25,2025-06-25T16:00:00,2025-06-25T17:27:00,on-time,,0,7141.82,ATL,DFW,732,Domestic,Short-haul,87
4bb061,THY2UE  ,Turkey,1751992117,1751992118,-7.816,41.4314,5303.52,False,206.57,87.0,8.45,,5654.04,,False,0,2025-07-08T16:28:42,FL7674,RT6474,AC5682,2025-06-25,2025-06-25T22:15:00,2025-06-26T00:45:00,on-time,,0,7687.49,BOS,MIA,1258,Domestic,Medium-haul,150
47ba0d,SAS2791 ,Norway,1751992122,1751992122,21.4188,48.7175,11582.4,False,209.5,157.78,0.33,,11910.06,4474,False,0,2025-07-08T16:28:42,FL2735,RT6474,AC5682,2025-06-25,2025-06-25T06:00:00,2025-06-25T08:30:00,on-time,,0,7403.18,BOS,MIA,1258,Domestic,Medium-haul,150
