icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp,flight_id,route_id,aircraft_id,flight_day,departure_time,arrival_time,status,delay_reason,delay_minutes,fixed_cost,origin_airport_code,destination_airport_code,distance_miles,region,route_category,flight_time_minutes
393323,AFR384V ,France,1751992117,1751992119,1.9611,48.8817,3977.64,False,167.45,49.36,-2.6,,4099.56,1000,False,0,2025-07-08T16:28:42,FL9376,RT4447,AC2808,2025-07-04,2025-07-04T12:00:00,2025-07-04T16:57:00,on-time,,0,10361.54,JFK,LAX,2475,Domestic,Medium-haul,297
505fa1,SQF901  ,Slovakia,1751992122,1751992122,16.133,49.8783,7010.4,False,185.46,107.93,0.0,,7147.56,3367,False,0,2025-07-08T16:28:42,FL9434,RT6474,AC7432,2025-07-04,2025-07-04T22:45:00,2025-07-05T01:15:00,on-time,,0,7353.61,BOS,MIA,1258,Domestic,Medium-haul,150
4aca04,NOZ2FJ  ,Sweden,1751992116,1751992119,22.6252,46.5501,11277.6,False,215.72,135.48,0.33,,11681.46,4506,False,0,2025-07-08T16:28:42,FL2660,RT5358,AC5682,2025-07-04,2025-07-04T05:30:00,2025-07-04T09:11:00,on-time,,0,8252.2,SFO,ORD,1846,Domestic,Medium-haul,221
48af0b,LOT6205 ,Poland,1751992122,1751992122,21.1174,50.5567,9890.76,False,195.3,176.68,3.9,,10149.84,1000,False,0,2025-07-08T16:28:42,FL6312,RT4447,AC2808,2025-07-04,2025-07-04T19:15:00,2025-07-05T00:12:00,on-time,,0,9726.29,JFK,LAX,2475,Domestic,Medium-haul,297
347658,VLG79AG ,Spain,1751992122,1751992122,-7.256,39.2324,10972.8,False,244.89,46.45,0.0,,11574.78,4450,False,0,2025-07-08T16:28:42,FL8898,RT5358,AC7608,2025-07-04,2025-07-04T05:45:00,2025-07-04T09:26:00,delayed,supplier,97,9010.75,SFO,ORD,1846,Domestic,Medium-haul,221
345612,VOE1QB  ,Spain,1751992122,1751992122,9.3418,42.7169,11879.58,False,268.12,120.94,0.65,,12336.78,1000,False,0,2025-07-08T16:28:42,FL7986,RT6565,AC7459,2025-07-04,2025-07-04T22:45:00,2025-07-05T00:47:00,delayed,supplier,115,6867.28,SEA,DEN,1024,Domestic,Medium-haul,122
4d2332,TVS2802 ,Malta,1751992122,1751992122,15.4481,47.0208,10363.2,False,225.29,203.7,0.33,,10507.98,4143,False,0,2025-07-08T16:28:42,FL8042,RT6565,AC5682,2025-07-04,2025-07-04T22:45:00,2025-07-05T00:47:00,on-time,,0,7814.93,SEA,DEN,1024,Domestic,Medium-haul,122
408010,GCMPF   ,United Kingdom,1751992118,1751992118,-2.3451,50.8085,464.82,False,43.39,169.76,0.65,,579.12,,False,0,2025-07-08T16:28:42,FL9526,RT9374,AC4686,2025-07-04,2025-07-04T09:00:00,2025-07-05T01:53:00,on-time,,0,30082.78,SFO,SIN,8446,International,Long-haul,1013
4d02d9,JFA41V  ,Luxembourg,1751992117,1751992119,3.4624,50.6374,12489.18,False,236.13,127.12,0.0,,12824.46,2024,False,0,2025-07-08T16:28:42,FL5138,RT6565,AC5682,2025-07-04,2025-07-04T12:30:00,2025-07-04T14:32:00,on-time,,0,7766.06,SEA,DEN,1024,Domestic,Medium-haul,122
89644e,UAE34E  ,United Arab Emirates,1751992121,1751992122,11.5227,40.2136,9753.6,False,224.48,284.74,0.0,,10264.14,0672,False,0,2025-07-08T16:28:42,FL7854,RT9374,AC4266,2025-07-04,2025-07-04T09:30:00,2025-07-05T02:23:00,delayed,supplier,30,32566.31,SFO,SIN,8446,International,Long-haul,1013
4bb144,THY77J  ,Turkey,1751992122,1751992122,-6.8338,46.0259,10363.2,False,231.57,268.6,-0.33,,10888.98,5741,False,0,2025-07-08T16:28:42,FL6696,RT6474,AC7432,2025-07-04,2025-07-04T11:30:00,2025-07-04T14:00:00,on-time,,0,8220.83,BOS,MIA,1258,Domestic,Medium-haul,150
