icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp,flight_id,route_id,aircraft_id,flight_day,departure_time,arrival_time,status,delay_reason,delay_minutes,fixed_cost,origin_airport_code,destination_airport_code,distance_miles,region,route_category,flight_time_minutes
440c5a,ABB885  ,Austria,1751992117,1751992119,5.2553,50.4761,4472.94,False,224.58,123.98,12.68,,4572.0,7161,False,0,2025-07-08T16:28:42,FL3242,RT6259,AC4686,2025-06-20,2025-06-20T08:30:00,2025-06-20T15:45:00,on-time,,0,18847.1,JFK,CDG,3625,International,Long-haul,435
4cae8e,SAS1944 ,Ireland,1751992121,1751992121,-4.9758,42.8223,11582.4,False,237.97,25.07,-0.33,,12199.62,5433,False,0,2025-07-08T16:28:42,FL2848,RT5358,AC5682,2025-06-20,2025-06-20T17:15:00,2025-06-20T20:56:00,on-time,,0,8939.06,SFO,ORD,1846,Domestic,Medium-haul,221
398544,,France,1751992112,1751992112,1.0578,43.021,739.14,False,62.32,109.78,1.63,,,,False,0,2025-07-08T16:28:42,FL5335,RT9374,AC4686,2025-06-20,2025-06-20T21:15:00,2025-06-21T14:08:00,on-time,,0,32285.54,SFO,SIN,8446,International,Long-haul,1013
3d3f68,DEWGM   ,Germany,1751992122,1751992122,7.9124,49.7555,3657.6,False,98.65,148.22,0.33,,3741.42,4131,False,0,2025-07-08T16:28:42,FL3484,RT4447,AC2808,2025-06-20,2025-06-20T17:45:00,2025-06-20T22:42:00,on-time,,0,9652.35,JFK,LAX,2475,Domestic,Medium-haul,297
49d586,OKBIC   ,Czech Republic,1751991905,1751991919,14.2652,50.3182,304.8,False,34.82,325.84,-5.2,,358.14,,False,0,2025-07-08T16:28:42,FL8221,RT4447,AC5682,2025-06-20,2025-06-20T20:30:00,2025-06-21T01:27:00,on-time,,0,9293.0,JFK,LAX,2475,Domestic,Medium-haul,297
400f99,BAW691  ,United Kingdom,1751992122,1751992122,11.465,49.6177,11582.4,False,233.75,296.4,0.0,,11750.04,3107,False,0,2025-07-08T16:28:42,FL9497,RT6565,AC5682,2025-06-20,2025-06-20T20:15:00,2025-06-20T22:17:00,on-time,,0,7202.61,SEA,DEN,1024,Domestic,Medium-haul,122
406e69,EZY3451 ,United Kingdom,1751992122,1751992122,28.5852,36.8722,11269.98,False,244.74,139.18,0.0,,12031.98,7317,False,0,2025-07-08T16:28:42,FL5592,RT6474,AC7432,2025-06-20,2025-06-20T21:30:00,2025-06-21T00:00:00,on-time,,0,7789.22,BOS,MIA,1258,Domestic,Medium-haul,150
4cae6c,RYR39ZW ,Ireland,1751992121,1751992121,-3.8948,46.0981,11582.4,False,229.0,1.42,0.0,,12131.04,7463,False,0,2025-07-08T16:28:42,FL7499,RT6259,AC4266,2025-06-20,2025-06-20T12:45:00,2025-06-20T20:00:00,on-time,,0,18470.3,JFK,CDG,3625,International,Long-haul,435
4b1804,SWR3LZ  ,Switzerland,1751992122,1751992122,7.6088,45.1022,8641.08,False,280.49,126.2,4.88,,8862.06,0432,False,0,2025-07-08T16:28:42,FL1823,RT6259,AC2907,2025-06-20,2025-06-20T22:00:00,2025-06-21T05:15:00,on-time,,0,16967.46,JFK,CDG,3625,International,Long-haul,435
4cadb8,RYR503R ,Ireland,1751992121,1751992121,-4.8572,41.637,11277.6,False,228.73,193.13,0.0,,11910.06,0504,False,0,2025-07-08T16:28:42,FL3823,RT7502,AC7421,2025-06-20,2025-06-20T21:45:00,2025-06-20T23:12:00,on-time,,0,7214.25,ATL,DFW,732,Domestic,Short-haul,87
400fda,EZY65HN ,United Kingdom,1751992117,1751992118,-2.9426,48.0803,5951.22,True,234.21,190.25,0.0,,6438.9,5421,False,0,2025-07-08T16:28:42,FL3069,RT6474,AC2808,2025-06-20,2025-06-20T19:30:00,2025-06-20T22:00:00,on-time,,0,7403.01,BOS,MIA,1258,Domestic,Medium-haul,150
