icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,heading,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp,flight_id,route_id,aircraft_id,flight_day,departure_time,arrival_time,status,delay_reason,delay_minutes,fixed_cost,origin_airport_code,destination_airport_code,distance_miles,region,route_category,flight_time_minutes
4074b5,EZY24KL ,United Kingdom,1751992122,1751992122,5.2333,48.3902,11582.4,False,187.34,314.67,0.98,,11871.96,6723,False,0,2025-07-08T16:28:42,FL6696,RT4447,AC7608,2025-06-24,2025-06-24T22:45:00,2025-06-25T03:42:00,on-time,,0,10292.84,JFK,LAX,2475,Domestic,Medium-haul,297
a1b535,UAL506  ,United States,1751992121,1751992122,4.3058,56.6898,9753.6,False,226.46,317.39,0.0,,9959.34,3575,False,0,2025-07-08T16:28:42,FL9076,RT6259,AC4686,2025-06-24,2025-06-24T11:00:00,2025-06-24T18:15:00,on-time,,0,19187.2,JFK,CDG,3625,International,Long-haul,435
4952c8,TAP18YL ,Portugal,1751992117,1751992119,-8.3527,39.0382,6972.3,False,219.5,62.65,11.38,,7444.74,4412,False,0,2025-07-08T16:28:42,FL2553,RT5358,AC9250,2025-06-24,2025-06-24T13:15:00,2025-06-24T16:56:00,delayed,supplier,43,8299.3,SFO,ORD,1846,Domestic,Medium-haul,221
503e9b,ASL91T  ,Lithuania,1751992122,1751992122,19.0244,45.2261,8686.8,False,201.38,299.71,9.43,,8953.5,7360,False,0,2025-07-08T16:28:42,FL4011,RT9374,AC4686,2025-06-24,2025-06-24T18:00:00,2025-06-25T10:53:00,delayed,supplier,90,32389.43,SFO,SIN,8446,International,Long-haul,1013
4bc8c4,PGT907  ,Turkey,1751992121,1751992121,17.6223,44.7525,10972.8,False,227.22,330.13,0.0,,11308.08,2362,False,0,2025-07-08T16:28:42,FL6088,RT6565,AC7421,2025-06-24,2025-06-24T22:00:00,2025-06-25T00:02:00,delayed,crew,48,7278.69,SEA,DEN,1024,Domestic,Medium-haul,122
45ab54,SAS31T  ,Denmark,1751992122,1751992122,10.9568,45.441,5181.6,False,173.44,199.4,-0.33,,5265.42,1000,False,0,2025-07-08T16:28:42,FL7587,RT6474,AC9250,2025-06-24,2025-06-24T13:30:00,2025-06-24T16:00:00,delayed,supplier,114,7777.37,BOS,MIA,1258,Domestic,Medium-haul,150
4bb86e,PGT7BA  ,Turkey,1751992122,1751992122,13.6465,52.3875,556.26,False,74.13,248.42,-2.28,,579.12,1403,False,0,2025-07-08T16:28:42,FL8298,RT4447,AC7608,2025-06-24,2025-06-24T09:45:00,2025-06-24T14:42:00,on-time,,0,9577.48,JFK,LAX,2475,Domestic,Medium-haul,297
4baa53,THY1RM  ,Turkey,1751992122,1751992122,12.2404,48.3719,1242.06,False,109.35,287.24,-4.55,,1310.64,3203,False,0,2025-07-08T16:28:42,FL6829,RT9374,AC4686,2025-06-24,2025-06-24T06:30:00,2025-06-24T23:23:00,on-time,,0,29028.51,SFO,SIN,8446,International,Long-haul,1013
471f6f,WMT8ZC  ,Hungary,1751992122,1751992122,13.2604,44.5327,10980.42,False,237.16,0.37,0.65,,11247.12,1000,False,0,2025-07-08T16:28:42,FL2511,RT6259,AC2907,2025-06-24,2025-06-24T06:15:00,2025-06-24T13:30:00,on-time,,0,17976.11,JFK,CDG,3625,International,Long-haul,435
4cadf9,RYR80XL ,Ireland,1751992122,1751992122,-1.3392,47.1731,11277.6,False,247.14,154.61,0.0,,11765.28,4247,False,0,2025-07-08T16:28:42,FL2981,RT7502,AC9894,2025-06-24,2025-06-24T06:45:00,2025-06-24T08:12:00,on-time,,0,6440.14,ATL,DFW,732,Domestic,Short-haul,87
440237,EJU75UT ,Austria,1751992122,1751992122,15.3103,49.066,11582.4,False,238.44,346.14,0.0,,11795.76,1000,False,0,2025-07-08T16:28:42,FL9886,RT5358,AC5682,2025-06-24,2025-06-24T22:00:00,2025-06-25T01:41:00,delayed,supplier,92,8258.39,SFO,ORD,1846,Domestic,Medium-haul,221
49d0eb,OKPMP   ,Czech Republic,1751992120,1751992121,10.7561,45.3046,723.9,False,93.85,45.0,-5.2,,845.82,6433,False,0,2025-07-08T16:28:42,FL3145,RT4447,AC7459,2025-06-24,2025-06-24T10:30:00,2025-06-24T15:27:00,on-time,,0,9612.76,JFK,LAX,2475,Domestic,Medium-haul,297
