order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-a43ffb34,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6018,AC9250,2025-06-12,2025-07-16,False,1359.75,2025-06-21,2025-07-08T16:29:04.654230
ORD-33aaff9c,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6018,AC9250,2025-06-13,2025-07-22,False,4969.31,2025-06-21,2025-07-08T16:29:04.654258
ORD-754dd6a6,S008,Robinson Inc JetBites,Catering,FL6018,AC9250,2025-06-15,2025-07-19,False,5244.76,2025-06-21,2025-07-08T16:29:04.654286
ORD-d7aae40a,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL7332,AC7421,2025-06-22,2025-07-20,False,1797.64,2025-06-21,2025-07-08T16:29:04.654354
ORD-069d3c48,S004,Morris Inc Aircraft Maintenance,Maintenance,FL7332,AC7421,2025-06-09,2025-07-10,False,7661.16,2025-06-21,2025-07-08T16:29:04.654382
ORD-42ae1b14,S008,Robinson Inc JetBites,Catering,FL7332,AC7421,2025-06-26,2025-07-11,False,4737.14,2025-06-21,2025-07-08T16:29:04.654410
ORD-5ec4d437,S001,Reed-Houston AeroFuel,Fuel,FL2994,AC2808,2025-06-24,2025-07-20,False,1117.76,2025-06-21,2025-07-08T16:29:04.654476
ORD-ed3284b0,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2994,AC2808,2025-07-01,2025-07-16,False,4810.83,2025-06-21,2025-07-08T16:29:04.654504
ORD-11e5e948,S007,Payne-Cunningham CloudCatering,Catering,FL2994,AC2808,2025-06-14,2025-07-15,False,3455.43,2025-06-21,2025-07-08T16:29:04.654531
ORD-db10be80,S001,Reed-Houston AeroFuel,Fuel,FL1108,AC9250,2025-06-18,2025-07-13,False,1326.58,2025-06-21,2025-07-08T16:29:04.654595
ORD-2eba3a9d,S006,Pratt-Stone Avionics Services,Maintenance,FL1108,AC9250,2025-07-06,2025-07-18,False,4657.44,2025-06-21,2025-07-08T16:29:04.654623
ORD-cba62bde,S008,Robinson Inc JetBites,Catering,FL1108,AC9250,2025-06-21,2025-07-20,False,4436.64,2025-06-21,2025-07-08T16:29:04.654650
ORD-45d13e72,S003,Barker LLC Fuel Systems,Fuel,FL1408,AC7432,2025-06-20,2025-07-10,False,2174.81,2025-06-21,2025-07-08T16:29:04.654716
ORD-b4abacd1,S005,Zamora-Robinson AeroTech,Maintenance,FL1408,AC7432,2025-07-06,2025-07-18,False,7080.27,2025-06-21,2025-07-08T16:29:04.654743
ORD-c86a3c5f,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL1408,AC7432,2025-06-14,2025-07-14,False,4669.56,2025-06-21,2025-07-08T16:29:04.654770
ORD-6fd6529b,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL1348,AC7459,2025-06-18,2025-07-14,False,2366.94,2025-06-21,2025-07-08T16:29:04.654835
ORD-635ecbf3,S005,Zamora-Robinson AeroTech,Maintenance,FL1348,AC7459,2025-06-17,2025-07-10,False,9309.69,2025-06-21,2025-07-08T16:29:04.654862
ORD-2b8bcf97,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL1348,AC7459,2025-06-13,2025-07-20,False,5129.11,2025-06-21,2025-07-08T16:29:04.654890
ORD-35b180e5,S001,Reed-Houston AeroFuel,Fuel,FL2011,AC9894,2025-06-28,2025-07-18,False,1456.37,2025-06-21,2025-07-08T16:29:04.654956
ORD-ad88fbf0,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2011,AC9894,2025-06-16,2025-07-19,False,11326.0,2025-06-21,2025-07-08T16:29:04.654984
ORD-d3156a54,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL2011,AC9894,2025-07-03,2025-07-12,False,5643.43,2025-06-21,2025-07-08T16:29:04.655011
ORD-40eda0af,S003,Barker LLC Fuel Systems,Fuel,FL9720,AC9250,2025-06-30,2025-07-17,False,1173.79,2025-06-21,2025-07-08T16:29:04.655077
ORD-e6ddd4cd,S006,Pratt-Stone Avionics Services,Maintenance,FL9720,AC9250,2025-06-12,2025-07-19,False,5190.12,2025-06-21,2025-07-08T16:29:04.655104
ORD-fedb5e8b,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL9720,AC9250,2025-06-30,2025-07-12,False,5271.76,2025-06-21,2025-07-08T16:29:04.655131
ORD-9f80cea0,S001,Reed-Houston AeroFuel,Fuel,FL8546,AC7432,2025-07-07,2025-07-12,False,1119.9,2025-06-21,2025-07-08T16:29:04.655196
ORD-70f20470,S005,Zamora-Robinson AeroTech,Maintenance,FL8546,AC7432,2025-07-01,2025-07-20,False,4782.88,2025-06-21,2025-07-08T16:29:04.655223
ORD-4e3dd9ef,S008,Robinson Inc JetBites,Catering,FL8546,AC7432,2025-06-27,2025-07-22,False,3753.7,2025-06-21,2025-07-08T16:29:04.655250
