order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-0d7ba53e,S003,Barker LLC Fuel Systems,Fuel,FL7555,AC7421,2025-06-29,2025-07-11,False,841.98,2025-06-15,2025-07-08T16:29:04.646907
ORD-ac6654f2,S005,Zamora-Robinson AeroTech,Maintenance,FL7555,AC7421,2025-06-23,2025-07-16,False,4945.95,2025-06-15,2025-07-08T16:29:04.646936
ORD-3318ad14,S008,Robinson Inc JetBites,Catering,FL7555,AC7421,2025-07-05,2025-07-10,False,4391.43,2025-06-15,2025-07-08T16:29:04.646964
ORD-9b9fa2b6,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL7518,AC7421,2025-06-14,2025-07-18,False,1139.22,2025-06-15,2025-07-08T16:29:04.647031
ORD-896386f9,S004,Morris Inc Aircraft Maintenance,Maintenance,FL7518,AC7421,2025-06-14,2025-07-14,False,4592.1,2025-06-15,2025-07-08T16:29:04.647058
ORD-eccebcca,S007,Payne-Cunningham CloudCatering,Catering,FL7518,AC7421,2025-06-17,2025-07-20,False,6291.76,2025-06-15,2025-07-08T16:29:04.647086
ORD-6bd63237,S001,Reed-Houston AeroFuel,Fuel,FL6336,AC4674,2025-06-21,2025-07-12,False,8779.65,2025-06-15,2025-07-08T16:29:04.647150
ORD-a335112e,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6336,AC4674,2025-06-09,2025-07-18,False,24938.98,2025-06-15,2025-07-08T16:29:04.647178
ORD-a42bede1,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6336,AC4674,2025-06-27,2025-07-18,False,20195.01,2025-06-15,2025-07-08T16:29:04.647205
ORD-7dfbc189,S003,Barker LLC Fuel Systems,Fuel,FL3821,AC5682,2025-06-08,2025-07-18,True,1254.76,2025-06-15,2025-07-08T16:29:04.647270
ORD-11a7b842,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3821,AC5682,2025-06-27,2025-07-09,True,5200.75,2025-06-15,2025-07-08T16:29:04.647298
ORD-8f7d248f,S008,Robinson Inc JetBites,Catering,FL3821,AC5682,2025-06-26,2025-07-16,True,4674.6,2025-06-15,2025-07-08T16:29:04.647325
ORD-4e3f3e46,S001,Reed-Houston AeroFuel,Fuel,FL9991,AC7459,2025-06-30,2025-07-16,False,748.69,2025-06-15,2025-07-08T16:29:04.647391
ORD-e7d3bded,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9991,AC7459,2025-06-29,2025-07-22,False,4995.69,2025-06-15,2025-07-08T16:29:04.647420
ORD-812be0c3,S007,Payne-Cunningham CloudCatering,Catering,FL9991,AC7459,2025-06-27,2025-07-16,False,4149.92,2025-06-15,2025-07-08T16:29:04.647447
ORD-f5290f28,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL1817,AC2808,2025-07-04,2025-07-22,False,731.46,2025-06-15,2025-07-08T16:29:04.647516
ORD-df091241,S005,Zamora-Robinson AeroTech,Maintenance,FL1817,AC2808,2025-06-30,2025-07-11,False,5407.18,2025-06-15,2025-07-08T16:29:04.647544
ORD-0d727888,S008,Robinson Inc JetBites,Catering,FL1817,AC2808,2025-07-07,2025-07-19,False,4821.45,2025-06-15,2025-07-08T16:29:04.647572
ORD-d36b9a04,S001,Reed-Houston AeroFuel,Fuel,FL8125,AC9894,2025-06-21,2025-07-10,False,1763.71,2025-06-15,2025-07-08T16:29:04.647637
ORD-d471087b,S006,Pratt-Stone Avionics Services,Maintenance,FL8125,AC9894,2025-06-18,2025-07-19,False,10608.53,2025-06-15,2025-07-08T16:29:04.647665
ORD-82354881,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL8125,AC9894,2025-06-10,2025-07-20,False,5484.29,2025-06-15,2025-07-08T16:29:04.647693
ORD-3150ae8b,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL1904,AC7459,2025-06-16,2025-07-12,False,1211.19,2025-06-15,2025-07-08T16:29:04.647757
ORD-230af88b,S004,Morris Inc Aircraft Maintenance,Maintenance,FL1904,AC7459,2025-06-16,2025-07-10,False,6208.52,2025-06-15,2025-07-08T16:29:04.647785
ORD-eaa89514,S007,Payne-Cunningham CloudCatering,Catering,FL1904,AC7459,2025-06-20,2025-07-08,False,4616.86,2025-06-15,2025-07-08T16:29:04.647812
ORD-7b3b0e96,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL4532,AC4686,2025-07-06,2025-07-16,False,7955.25,2025-06-15,2025-07-08T16:29:04.647876
ORD-07f16942,S005,Zamora-Robinson AeroTech,Maintenance,FL4532,AC4686,2025-06-27,2025-07-22,False,20536.14,2025-06-15,2025-07-08T16:29:04.647904
ORD-0d49d9f4,S007,Payne-Cunningham CloudCatering,Catering,FL4532,AC4686,2025-06-19,2025-07-20,False,14866.45,2025-06-15,2025-07-08T16:29:04.647931
