order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-330ce09e,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL7258,AC5682,2025-06-21,2025-07-18,False,908.19,2025-06-10,2025-07-08T16:29:04.640953
ORD-0768d864,S005,Zamora-Robinson AeroTech,Maintenance,FL7258,AC5682,2025-06-19,2025-07-18,False,4165.12,2025-06-10,2025-07-08T16:29:04.640981
ORD-d797a851,S008,Robinson Inc JetBites,Catering,FL7258,AC5682,2025-06-13,2025-07-20,False,5529.3,2025-06-10,2025-07-08T16:29:04.641009
ORD-916b927e,S001,Reed-Houston AeroFuel,Fuel,FL5584,AC4686,2025-06-15,2025-07-10,False,7453.58,2025-06-10,2025-07-08T16:29:04.641077
ORD-fe04a036,S004,Morris Inc Aircraft Maintenance,Maintenance,FL5584,AC4686,2025-07-01,2025-07-22,False,21505.76,2025-06-10,2025-07-08T16:29:04.641105
ORD-05e713bb,S008,Robinson Inc JetBites,Catering,FL5584,AC4686,2025-07-01,2025-07-21,False,21054.63,2025-06-10,2025-07-08T16:29:04.641133
ORD-913d2511,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL7856,AC4674,2025-06-09,2025-07-11,False,8682.9,2025-06-10,2025-07-08T16:29:04.641201
ORD-525bb147,S005,Zamora-Robinson AeroTech,Maintenance,FL7856,AC4674,2025-06-14,2025-07-09,False,21886.35,2025-06-10,2025-07-08T16:29:04.641230
ORD-031276ee,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL7856,AC4674,2025-06-15,2025-07-18,False,21067.86,2025-06-10,2025-07-08T16:29:04.641258
ORD-96867262,S001,Reed-Houston AeroFuel,Fuel,FL7277,AC7608,2025-06-25,2025-07-14,False,1115.81,2025-06-10,2025-07-08T16:29:04.641325
ORD-dc34d884,S004,Morris Inc Aircraft Maintenance,Maintenance,FL7277,AC7608,2025-06-08,2025-07-13,False,5937.55,2025-06-10,2025-07-08T16:29:04.641354
ORD-4b5c4e7d,S008,Robinson Inc JetBites,Catering,FL7277,AC7608,2025-06-21,2025-07-17,False,4923.03,2025-06-10,2025-07-08T16:29:04.641382
ORD-d8b42879,S001,Reed-Houston AeroFuel,Fuel,FL6207,AC7608,2025-06-13,2025-07-22,False,1132.85,2025-06-10,2025-07-08T16:29:04.641449
ORD-07f5c79f,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6207,AC7608,2025-06-24,2025-07-17,False,5703.76,2025-06-10,2025-07-08T16:29:04.641478
ORD-fa055d01,S007,Payne-Cunningham CloudCatering,Catering,FL6207,AC7608,2025-07-04,2025-07-20,False,4194.28,2025-06-10,2025-07-08T16:29:04.641507
ORD-4b842034,S003,Barker LLC Fuel Systems,Fuel,FL4389,AC7432,2025-06-20,2025-07-15,False,1574.88,2025-06-10,2025-07-08T16:29:04.641573
ORD-139388a2,S004,Morris Inc Aircraft Maintenance,Maintenance,FL4389,AC7432,2025-06-11,2025-07-09,False,6339.37,2025-06-10,2025-07-08T16:29:04.641602
ORD-5e313b0c,S007,Payne-Cunningham CloudCatering,Catering,FL4389,AC7432,2025-06-16,2025-07-10,False,4686.45,2025-06-10,2025-07-08T16:29:04.641631
ORD-5a82d3c7,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL9421,AC2808,2025-06-11,2025-07-13,False,2604.9,2025-06-10,2025-07-08T16:29:04.641698
ORD-e9ac9949,S005,Zamora-Robinson AeroTech,Maintenance,FL9421,AC2808,2025-07-01,2025-07-14,False,9345.32,2025-06-10,2025-07-08T16:29:04.641726
ORD-74e68f88,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL9421,AC2808,2025-06-18,2025-07-10,False,5701.19,2025-06-10,2025-07-08T16:29:04.641753
ORD-72f1fd15,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL8332,AC2808,2025-06-16,2025-07-12,False,2463.4,2025-06-10,2025-07-08T16:29:04.641820
ORD-839b94a0,S005,Zamora-Robinson AeroTech,Maintenance,FL8332,AC2808,2025-06-14,2025-07-13,False,8606.29,2025-06-10,2025-07-08T16:29:04.641848
ORD-40ddd3b9,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL8332,AC2808,2025-06-27,2025-07-12,False,5770.63,2025-06-10,2025-07-08T16:29:04.641876
ORD-3e0fce6d,S001,Reed-Houston AeroFuel,Fuel,FL2406,AC4266,2025-07-01,2025-07-08,False,7772.35,2025-06-10,2025-07-08T16:29:04.641944
ORD-a19fef46,S005,Zamora-Robinson AeroTech,Maintenance,FL2406,AC4266,2025-06-19,2025-07-21,False,24771.97,2025-06-10,2025-07-08T16:29:04.641972
ORD-eacc1649,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL2406,AC4266,2025-06-11,2025-07-17,False,16589.81,2025-06-10,2025-07-08T16:29:04.642000
