order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-b5f4f877,S003,Barker LLC Fuel Systems,Fuel,FL2693,AC7432,2025-06-13,2025-07-16,False,1304.61,2025-06-30,2025-07-08T16:29:04.665399
ORD-c78c3801,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2693,AC7432,2025-06-13,2025-07-12,False,4878.71,2025-06-30,2025-07-08T16:29:04.665429
ORD-0127da0f,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2693,AC7432,2025-07-02,2025-07-14,False,4149.35,2025-06-30,2025-07-08T16:29:04.665458
ORD-10d22369,S001,Reed-Houston AeroFuel,Fuel,FL2250,AC5682,2025-06-29,2025-07-14,False,2463.4,2025-06-30,2025-07-08T16:29:04.665527
ORD-4ca3cbff,S006,Pratt-Stone Avionics Services,Maintenance,FL2250,AC5682,2025-06-13,2025-07-11,False,10075.63,2025-06-30,2025-07-08T16:29:04.665557
ORD-b34f853e,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2250,AC5682,2025-06-30,2025-07-21,False,4515.59,2025-06-30,2025-07-08T16:29:04.665586
ORD-278c0560,S001,Reed-Houston AeroFuel,Fuel,FL1980,AC7459,2025-06-22,2025-07-08,False,1386.39,2025-06-30,2025-07-08T16:29:04.665653
ORD-7493d0b7,S005,Zamora-Robinson AeroTech,Maintenance,FL1980,AC7459,2025-07-02,2025-07-20,False,5681.34,2025-06-30,2025-07-08T16:29:04.665682
ORD-fec0639b,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL1980,AC7459,2025-06-24,2025-07-08,False,4839.78,2025-06-30,2025-07-08T16:29:04.665711
ORD-828548d0,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL9039,AC4266,2025-06-17,2025-07-09,True,3821.56,2025-06-30,2025-07-08T16:29:04.665780
ORD-97767860,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9039,AC4266,2025-06-24,2025-07-21,True,21648.11,2025-06-30,2025-07-08T16:29:04.665810
ORD-7b11ee6d,S008,Robinson Inc JetBites,Catering,FL9039,AC4266,2025-06-12,2025-07-12,True,16616.27,2025-06-30,2025-07-08T16:29:04.665839
ORD-e84dd060,S003,Barker LLC Fuel Systems,Fuel,FL4347,AC5682,2025-06-16,2025-07-18,False,1370.68,2025-06-30,2025-07-08T16:29:04.665906
ORD-3f025dbf,S006,Pratt-Stone Avionics Services,Maintenance,FL4347,AC5682,2025-07-03,2025-07-16,False,6105.91,2025-06-30,2025-07-08T16:29:04.665936
ORD-1e801558,S008,Robinson Inc JetBites,Catering,FL4347,AC5682,2025-06-27,2025-07-15,False,5194.2,2025-06-30,2025-07-08T16:29:04.665964
ORD-26a9c196,S001,Reed-Houston AeroFuel,Fuel,FL6464,AC9250,2025-06-29,2025-07-10,False,952.0,2025-06-30,2025-07-08T16:29:04.666032
ORD-5c346b5a,S005,Zamora-Robinson AeroTech,Maintenance,FL6464,AC9250,2025-06-19,2025-07-10,False,5138.4,2025-06-30,2025-07-08T16:29:04.666062
ORD-09ca0ba3,S008,Robinson Inc JetBites,Catering,FL6464,AC9250,2025-06-26,2025-07-22,False,5359.1,2025-06-30,2025-07-08T16:29:04.666091
ORD-520614dd,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL8047,AC4674,2025-06-30,2025-07-18,False,7754.07,2025-06-30,2025-07-08T16:29:04.666158
ORD-ddcab482,S004,Morris Inc Aircraft Maintenance,Maintenance,FL8047,AC4674,2025-06-30,2025-07-19,False,23346.71,2025-06-30,2025-07-08T16:29:04.666185
ORD-97ff9df8,S007,Payne-Cunningham CloudCatering,Catering,FL8047,AC4674,2025-06-21,2025-07-14,False,16290.3,2025-06-30,2025-07-08T16:29:04.666212
ORD-0749426e,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL9261,AC7421,2025-06-13,2025-07-12,False,1196.36,2025-06-30,2025-07-08T16:29:04.666276
ORD-ddf8d809,S005,Zamora-Robinson AeroTech,Maintenance,FL9261,AC7421,2025-06-28,2025-07-19,False,4564.67,2025-06-30,2025-07-08T16:29:04.666303
ORD-c8b0b402,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9261,AC7421,2025-06-08,2025-07-21,False,4925.42,2025-06-30,2025-07-08T16:29:04.666330
ORD-23f019c3,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5428,AC8469,2025-06-18,2025-07-22,False,4066.08,2025-06-30,2025-07-08T16:29:04.666395
ORD-a627b303,S004,Morris Inc Aircraft Maintenance,Maintenance,FL5428,AC8469,2025-06-30,2025-07-09,False,20622.08,2025-06-30,2025-07-08T16:29:04.666424
ORD-ee1a2e0a,S008,Robinson Inc JetBites,Catering,FL5428,AC8469,2025-06-28,2025-07-11,False,13536.31,2025-06-30,2025-07-08T16:29:04.666451
