order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-b6a82c5a,S003,Barker LLC Fuel Systems,Fuel,FL9134,AC9250,2025-07-05,2025-07-10,True,1995.67,2025-06-11,2025-07-08T16:29:04.642067
ORD-7a1b8ed5,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9134,AC9250,2025-06-19,2025-07-15,True,8554.47,2025-06-11,2025-07-08T16:29:04.642095
ORD-edd95fdb,S007,Payne-Cunningham CloudCatering,Catering,FL9134,AC9250,2025-06-20,2025-07-16,True,6567.03,2025-06-11,2025-07-08T16:29:04.642123
ORD-2700815b,S003,Barker LLC Fuel Systems,Fuel,FL2255,AC7608,2025-06-21,2025-07-14,True,730.63,2025-06-11,2025-07-08T16:29:04.642189
ORD-1b27d2c5,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2255,AC7608,2025-06-23,2025-07-18,True,5031.22,2025-06-11,2025-07-08T16:29:04.642217
ORD-e2c0f0fd,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2255,AC7608,2025-06-10,2025-07-18,True,5471.21,2025-06-11,2025-07-08T16:29:04.642245
ORD-ab93f0ea,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5039,AC5682,2025-06-16,2025-07-14,False,1228.93,2025-06-11,2025-07-08T16:29:04.642311
ORD-d909dba4,S006,Pratt-Stone Avionics Services,Maintenance,FL5039,AC5682,2025-06-22,2025-07-22,False,6057.6,2025-06-11,2025-07-08T16:29:04.642340
ORD-05aa124d,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5039,AC5682,2025-07-04,2025-07-12,False,4651.48,2025-06-11,2025-07-08T16:29:04.642370
ORD-b220b355,S003,Barker LLC Fuel Systems,Fuel,FL9115,AC7459,2025-06-10,2025-07-19,False,1895.7,2025-06-11,2025-07-08T16:29:04.642436
ORD-24f95c45,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9115,AC7459,2025-07-01,2025-07-10,False,7396.36,2025-06-11,2025-07-08T16:29:04.642464
ORD-60718510,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9115,AC7459,2025-06-25,2025-07-19,False,7441.37,2025-06-11,2025-07-08T16:29:04.642492
ORD-a32e6480,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5285,AC4709,2025-06-22,2025-07-19,False,8654.15,2025-06-11,2025-07-08T16:29:04.642557
ORD-a635590f,S006,Pratt-Stone Avionics Services,Maintenance,FL5285,AC4709,2025-07-06,2025-07-15,False,25121.27,2025-06-11,2025-07-08T16:29:04.642591
ORD-d668fd37,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL5285,AC4709,2025-07-04,2025-07-21,False,12012.02,2025-06-11,2025-07-08T16:29:04.642625
ORD-357100a8,S001,Reed-Houston AeroFuel,Fuel,FL7771,AC7608,2025-06-14,2025-07-22,False,1371.91,2025-06-11,2025-07-08T16:29:04.642755
ORD-08d289d3,S005,Zamora-Robinson AeroTech,Maintenance,FL7771,AC7608,2025-07-04,2025-07-17,False,4918.32,2025-06-11,2025-07-08T16:29:04.642841
ORD-84b77ccc,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL7771,AC7608,2025-06-28,2025-07-08,False,5672.71,2025-06-11,2025-07-08T16:29:04.642882
ORD-266370e4,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL3356,AC4709,2025-06-12,2025-07-21,False,3472.28,2025-06-11,2025-07-08T16:29:04.642968
ORD-3659e202,S005,Zamora-Robinson AeroTech,Maintenance,FL3356,AC4709,2025-06-12,2025-07-08,False,24971.48,2025-06-11,2025-07-08T16:29:04.643002
ORD-ef6b67be,S008,Robinson Inc JetBites,Catering,FL3356,AC4709,2025-06-30,2025-07-13,False,13395.24,2025-06-11,2025-07-08T16:29:04.643035
ORD-25721ea8,S001,Reed-Houston AeroFuel,Fuel,FL8755,AC2808,2025-07-02,2025-07-13,False,723.07,2025-06-11,2025-07-08T16:29:04.643114
ORD-2a8cf8e4,S005,Zamora-Robinson AeroTech,Maintenance,FL8755,AC2808,2025-06-19,2025-07-14,False,4645.04,2025-06-11,2025-07-08T16:29:04.643146
ORD-6105f3f3,S008,Robinson Inc JetBites,Catering,FL8755,AC2808,2025-06-09,2025-07-11,False,3851.24,2025-06-11,2025-07-08T16:29:04.643179
