order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-fafdc564,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6696,AC7608,2025-06-11,2025-07-15,False,1881.03,2025-06-24,2025-07-08T16:29:04.657939
ORD-70ba364b,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6696,AC7608,2025-06-29,2025-07-11,False,8747.53,2025-06-24,2025-07-08T16:29:04.657967
ORD-25ac5b01,S008,Robinson Inc JetBites,Catering,FL6696,AC7608,2025-06-17,2025-07-09,False,7433.13,2025-06-24,2025-07-08T16:29:04.657994
ORD-fa7bf762,S001,Reed-Houston AeroFuel,Fuel,FL9076,AC4686,2025-06-12,2025-07-17,False,4668.56,2025-06-24,2025-07-08T16:29:04.658058
ORD-b3f9b75d,S005,Zamora-Robinson AeroTech,Maintenance,FL9076,AC4686,2025-06-17,2025-07-15,False,21643.49,2025-06-24,2025-07-08T16:29:04.658085
ORD-4e94dac4,S008,Robinson Inc JetBites,Catering,FL9076,AC4686,2025-06-24,2025-07-20,False,9917.18,2025-06-24,2025-07-08T16:29:04.658112
ORD-0d2fbda7,S003,Barker LLC Fuel Systems,Fuel,FL2553,AC9250,2025-06-09,2025-07-10,True,1532.54,2025-06-24,2025-07-08T16:29:04.658176
ORD-a8938dad,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2553,AC9250,2025-06-11,2025-07-14,True,6436.42,2025-06-24,2025-07-08T16:29:04.658203
ORD-726baf4f,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL2553,AC9250,2025-07-01,2025-07-13,True,8718.38,2025-06-24,2025-07-08T16:29:04.658229
ORD-6351a184,S001,Reed-Houston AeroFuel,Fuel,FL4011,AC4686,2025-06-08,2025-07-15,True,7396.7,2025-06-24,2025-07-08T16:29:04.658293
ORD-c485be6f,S005,Zamora-Robinson AeroTech,Maintenance,FL4011,AC4686,2025-06-08,2025-07-18,True,21274.08,2025-06-24,2025-07-08T16:29:04.658320
ORD-09a6ee39,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL4011,AC4686,2025-06-19,2025-07-20,True,19520.04,2025-06-24,2025-07-08T16:29:04.658347
