order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-2a3edc33,S003,Barker LLC Fuel Systems,Fuel,FL6238,AC2808,2025-07-01,2025-07-12,False,1258.43,2025-06-19,2025-07-08T16:29:04.651653
ORD-d592c230,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6238,AC2808,2025-07-06,2025-07-13,False,5544.36,2025-06-19,2025-07-08T16:29:04.651684
ORD-7755b3f9,S008,Robinson Inc JetBites,Catering,FL6238,AC2808,2025-06-13,2025-07-17,False,4987.26,2025-06-19,2025-07-08T16:29:04.651713
ORD-c93ee114,S003,Barker LLC Fuel Systems,Fuel,FL7070,AC4686,2025-06-20,2025-07-21,False,8118.48,2025-06-19,2025-07-08T16:29:04.651783
ORD-65adbca6,S005,Zamora-Robinson AeroTech,Maintenance,FL7070,AC4686,2025-06-16,2025-07-15,False,24535.46,2025-06-19,2025-07-08T16:29:04.651813
ORD-233b2337,S008,Robinson Inc JetBites,Catering,FL7070,AC4686,2025-06-30,2025-07-08,False,19377.26,2025-06-19,2025-07-08T16:29:04.651844
ORD-b8754971,S001,Reed-Houston AeroFuel,Fuel,FL5911,AC9250,2025-06-11,2025-07-19,True,1400.25,2025-06-19,2025-07-08T16:29:04.651913
ORD-739db311,S005,Zamora-Robinson AeroTech,Maintenance,FL5911,AC9250,2025-06-09,2025-07-17,True,4849.43,2025-06-19,2025-07-08T16:29:04.651943
ORD-62d890bf,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5911,AC9250,2025-06-19,2025-07-09,True,6122.12,2025-06-19,2025-07-08T16:29:04.651974
ORD-dc0cbb5c,S001,Reed-Houston AeroFuel,Fuel,FL2540,AC7608,2025-06-18,2025-07-08,False,2653.79,2025-06-19,2025-07-08T16:29:04.652045
ORD-5f7cb44a,S006,Pratt-Stone Avionics Services,Maintenance,FL2540,AC7608,2025-06-21,2025-07-11,False,9560.74,2025-06-19,2025-07-08T16:29:04.652075
ORD-575abc2b,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2540,AC7608,2025-06-11,2025-07-12,False,6401.14,2025-06-19,2025-07-08T16:29:04.652104
ORD-13c4dbb2,S001,Reed-Houston AeroFuel,Fuel,FL6943,AC4266,2025-06-19,2025-07-17,False,4982.42,2025-06-19,2025-07-08T16:29:04.652174
ORD-6b6f849f,S005,Zamora-Robinson AeroTech,Maintenance,FL6943,AC4266,2025-06-19,2025-07-11,False,22069.11,2025-06-19,2025-07-08T16:29:04.652205
ORD-05213507,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6943,AC4266,2025-06-20,2025-07-20,False,13335.75,2025-06-19,2025-07-08T16:29:04.652233
ORD-ceb74ef6,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5783,AC5682,2025-06-25,2025-07-18,False,1148.22,2025-06-19,2025-07-08T16:29:04.652298
ORD-ac444fff,S006,Pratt-Stone Avionics Services,Maintenance,FL5783,AC5682,2025-06-18,2025-07-16,False,6612.51,2025-06-19,2025-07-08T16:29:04.652325
ORD-87530ec7,S008,Robinson Inc JetBites,Catering,FL5783,AC5682,2025-07-03,2025-07-15,False,3991.43,2025-06-19,2025-07-08T16:29:04.652352
ORD-884dbe8b,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6990,AC7432,2025-06-29,2025-07-22,True,1143.07,2025-06-19,2025-07-08T16:29:04.652416
ORD-c611a95c,S004,Morris Inc Aircraft Maintenance,Maintenance,FL6990,AC7432,2025-06-15,2025-07-20,True,6486.12,2025-06-19,2025-07-08T16:29:04.652444
ORD-b97d6a26,S008,Robinson Inc JetBites,Catering,FL6990,AC7432,2025-06-14,2025-07-20,True,3847.45,2025-06-19,2025-07-08T16:29:04.652472
ORD-9e569120,S001,Reed-Houston AeroFuel,Fuel,FL4196,AC4266,2025-07-07,2025-07-15,False,4817.9,2025-06-19,2025-07-08T16:29:04.652537
ORD-928685ef,S004,Morris Inc Aircraft Maintenance,Maintenance,FL4196,AC4266,2025-07-02,2025-07-22,False,19751.25,2025-06-19,2025-07-08T16:29:04.652565
ORD-8cd93260,S008,Robinson Inc JetBites,Catering,FL4196,AC4266,2025-06-22,2025-07-12,False,18295.47,2025-06-19,2025-07-08T16:29:04.652593
ORD-d8d38bdf,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6264,AC4686,2025-06-08,2025-07-11,False,3961.83,2025-06-19,2025-07-08T16:29:04.652661
ORD-5455afc3,S006,Pratt-Stone Avionics Services,Maintenance,FL6264,AC4686,2025-06-19,2025-07-13,False,24077.6,2025-06-19,2025-07-08T16:29:04.652689
ORD-572277da,S007,Payne-Cunningham CloudCatering,Catering,FL6264,AC4686,2025-06-28,2025-07-13,False,12604.94,2025-06-19,2025-07-08T16:29:04.652716
ORD-6aa563c7,S003,Barker LLC Fuel Systems,Fuel,FL3304,AC7459,2025-07-04,2025-07-19,False,1603.7,2025-06-19,2025-07-08T16:29:04.652782
ORD-2a27818f,S006,Pratt-Stone Avionics Services,Maintenance,FL3304,AC7459,2025-06-23,2025-07-21,False,7650.48,2025-06-19,2025-07-08T16:29:04.652810
ORD-6492097f,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL3304,AC7459,2025-06-12,2025-07-21,False,5815.76,2025-06-19,2025-07-08T16:29:04.652837
