order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-a2a2fc2d,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL8264,AC5682,2025-06-11,2025-07-20,False,895.94,2025-06-29,2025-07-08T16:29:04.664273
ORD-05f07ded,S005,Zamora-Robinson AeroTech,Maintenance,FL8264,AC5682,2025-06-26,2025-07-19,False,4882.9,2025-06-29,2025-07-08T16:29:04.664302
ORD-1616ceb5,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL8264,AC5682,2025-06-23,2025-07-13,False,5107.7,2025-06-29,2025-07-08T16:29:04.664332
ORD-c784e77b,S001,Reed-Houston AeroFuel,Fuel,FL4817,AC7421,2025-07-02,2025-07-16,False,1964.39,2025-06-29,2025-07-08T16:29:04.664405
ORD-5e89c638,S004,Morris Inc Aircraft Maintenance,Maintenance,FL4817,AC7421,2025-06-26,2025-07-20,False,8232.25,2025-06-29,2025-07-08T16:29:04.664435
ORD-0eb47c32,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL4817,AC7421,2025-06-11,2025-07-11,False,7049.87,2025-06-29,2025-07-08T16:29:04.664464
ORD-c66c05a9,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL8954,AC4709,2025-06-11,2025-07-18,False,3748.94,2025-06-29,2025-07-08T16:29:04.664533
ORD-a80e33f2,S004,Morris Inc Aircraft Maintenance,Maintenance,FL8954,AC4709,2025-06-10,2025-07-17,False,22262.53,2025-06-29,2025-07-08T16:29:04.664562
ORD-1a1c64e6,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL8954,AC4709,2025-06-09,2025-07-20,False,9920.85,2025-06-29,2025-07-08T16:29:04.664590
ORD-a2ee75fc,S003,Barker LLC Fuel Systems,Fuel,FL9313,AC7459,2025-06-19,2025-07-22,False,1279.25,2025-06-29,2025-07-08T16:29:04.664657
ORD-9aa8b754,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9313,AC7459,2025-06-27,2025-07-08,False,5443.99,2025-06-29,2025-07-08T16:29:04.664686
ORD-2951473f,S007,Payne-Cunningham CloudCatering,Catering,FL9313,AC7459,2025-06-28,2025-07-12,False,4517.71,2025-06-29,2025-07-08T16:29:04.664714
ORD-74117d2b,S001,Reed-Houston AeroFuel,Fuel,FL6025,AC9250,2025-06-09,2025-07-20,False,1297.58,2025-06-29,2025-07-08T16:29:04.664779
ORD-95b349d3,S005,Zamora-Robinson AeroTech,Maintenance,FL6025,AC9250,2025-07-05,2025-07-10,False,5796.61,2025-06-29,2025-07-08T16:29:04.664806
ORD-e101b980,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6025,AC9250,2025-06-17,2025-07-18,False,4677.43,2025-06-29,2025-07-08T16:29:04.664834
ORD-c602162b,S003,Barker LLC Fuel Systems,Fuel,FL2795,AC2907,2025-06-30,2025-07-18,False,10451.27,2025-06-29,2025-07-08T16:29:04.664899
ORD-9887098f,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2795,AC2907,2025-07-06,2025-07-19,False,24994.1,2025-06-29,2025-07-08T16:29:04.664928
ORD-27158bd2,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL2795,AC2907,2025-06-20,2025-07-20,False,17946.42,2025-06-29,2025-07-08T16:29:04.664955
ORD-d988b63f,S003,Barker LLC Fuel Systems,Fuel,FL8898,AC7421,2025-06-20,2025-07-18,True,934.36,2025-06-29,2025-07-08T16:29:04.665020
ORD-2daa06ed,S006,Pratt-Stone Avionics Services,Maintenance,FL8898,AC7421,2025-06-29,2025-07-08,True,4173.94,2025-06-29,2025-07-08T16:29:04.665048
ORD-f145f9d3,S007,Payne-Cunningham CloudCatering,Catering,FL8898,AC7421,2025-06-20,2025-07-08,True,4197.72,2025-06-29,2025-07-08T16:29:04.665074
ORD-ff5baf32,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL4771,AC4709,2025-06-26,2025-07-09,False,8563.02,2025-06-29,2025-07-08T16:29:04.665140
ORD-395cdee3,S004,Morris Inc Aircraft Maintenance,Maintenance,FL4771,AC4709,2025-06-11,2025-07-17,False,23414.18,2025-06-29,2025-07-08T16:29:04.665168
ORD-d043310f,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL4771,AC4709,2025-06-11,2025-07-16,False,15144.95,2025-06-29,2025-07-08T16:29:04.665194
ORD-711165bb,S001,Reed-Houston AeroFuel,Fuel,FL2021,AC7432,2025-07-01,2025-07-21,False,2066.23,2025-06-29,2025-07-08T16:29:04.665269
ORD-0d93998b,S006,Pratt-Stone Avionics Services,Maintenance,FL2021,AC7432,2025-06-23,2025-07-09,False,9958.42,2025-06-29,2025-07-08T16:29:04.665298
ORD-c1860feb,S007,Payne-Cunningham CloudCatering,Catering,FL2021,AC7432,2025-06-23,2025-07-13,False,5675.1,2025-06-29,2025-07-08T16:29:04.665327
