order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-ce5fe49e,S003,Barker LLC Fuel Systems,Fuel,FL1997,AC7432,2025-06-19,2025-07-09,True,1559.91,2025-07-08,2025-07-08T16:29:04.674598
ORD-69bbd9f1,S004,Morris Inc Aircraft Maintenance,Maintenance,FL1997,AC7432,2025-06-20,2025-07-20,True,7166.33,2025-07-08,2025-07-08T16:29:04.674625
ORD-66eac139,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL1997,AC7432,2025-06-16,2025-07-18,True,4840.02,2025-07-08,2025-07-08T16:29:04.674653
ORD-19fa5746,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6328,AC9250,2025-06-19,2025-07-16,False,2066.27,2025-07-08,2025-07-08T16:29:04.674718
ORD-4f131237,S006,Pratt-Stone Avionics Services,Maintenance,FL6328,AC9250,2025-07-07,2025-07-19,False,7278.7,2025-07-08,2025-07-08T16:29:04.674745
ORD-7ab5f188,S008,Robinson Inc JetBites,Catering,FL6328,AC9250,2025-06-17,2025-07-18,False,6499.48,2025-07-08,2025-07-08T16:29:04.674772
ORD-1d2dacfe,S003,Barker LLC Fuel Systems,Fuel,FL9601,AC4709,2025-06-25,2025-07-17,False,3892.63,2025-07-08,2025-07-08T16:29:04.674836
ORD-3611d965,S004,Morris Inc Aircraft Maintenance,Maintenance,FL9601,AC4709,2025-06-23,2025-07-09,False,23097.68,2025-07-08,2025-07-08T16:29:04.674864
ORD-56ef0497,S008,Robinson Inc JetBites,Catering,FL9601,AC4709,2025-06-27,2025-07-14,False,11657.1,2025-07-08,2025-07-08T16:29:04.674890
ORD-9c5a3430,S003,Barker LLC Fuel Systems,Fuel,FL5523,AC7432,2025-06-08,2025-07-16,False,1815.01,2025-07-08,2025-07-08T16:29:04.674955
ORD-3f8346c2,S006,Pratt-Stone Avionics Services,Maintenance,FL5523,AC7432,2025-06-12,2025-07-19,False,6927.77,2025-07-08,2025-07-08T16:29:04.674982
ORD-973893c9,S008,Robinson Inc JetBites,Catering,FL5523,AC7432,2025-06-21,2025-07-22,False,4135.49,2025-07-08,2025-07-08T16:29:04.675009
ORD-7e9a1c1a,S001,Reed-Houston AeroFuel,Fuel,FL8542,AC5682,2025-06-29,2025-07-15,True,2248.01,2025-07-08,2025-07-08T16:29:04.675074
ORD-ffabfa5e,S006,Pratt-Stone Avionics Services,Maintenance,FL8542,AC5682,2025-06-23,2025-07-15,True,8908.18,2025-07-08,2025-07-08T16:29:04.675101
ORD-82cc6494,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL8542,AC5682,2025-06-24,2025-07-20,True,5307.78,2025-07-08,2025-07-08T16:29:04.675127
ORD-3cba86cd,S001,Reed-Houston AeroFuel,Fuel,FL3874,AC7421,2025-06-27,2025-07-15,False,1417.96,2025-07-08,2025-07-08T16:29:04.675193
ORD-22c08cdd,S005,Zamora-Robinson AeroTech,Maintenance,FL3874,AC7421,2025-07-01,2025-07-13,False,5219.61,2025-07-08,2025-07-08T16:29:04.675220
ORD-e10f1183,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL3874,AC7421,2025-06-26,2025-07-11,False,5267.59,2025-07-08,2025-07-08T16:29:04.675247
ORD-a02f6321,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6216,AC7421,2025-06-25,2025-07-13,False,840.74,2025-07-08,2025-07-08T16:29:04.675313
ORD-859cc84d,S006,Pratt-Stone Avionics Services,Maintenance,FL6216,AC7421,2025-06-13,2025-07-14,False,5330.79,2025-07-08,2025-07-08T16:29:04.675341
ORD-1d52ab8b,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6216,AC7421,2025-07-03,2025-07-17,False,5187.81,2025-07-08,2025-07-08T16:29:04.675368
ORD-77c242f6,S003,Barker LLC Fuel Systems,Fuel,FL7203,AC7608,2025-06-25,2025-07-20,False,807.0,2025-07-08,2025-07-08T16:29:04.675435
ORD-87336489,S006,Pratt-Stone Avionics Services,Maintenance,FL7203,AC7608,2025-06-25,2025-07-18,False,4506.83,2025-07-08,2025-07-08T16:29:04.675463
ORD-ab4266fe,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL7203,AC7608,2025-06-09,2025-07-15,False,5131.26,2025-07-08,2025-07-08T16:29:04.675490
