order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-a343441d,S002,George Group Propulsion Ltd.,Fuel,FL3206,AC5517,2025-07-19,2025-07-28,False,8024.73,2025-07-23,2025-07-25T14:01:48.610888
ORD-e3191dd3,S003,"Smith, Newman and Watts Aircraft Maintenance",Maintenance,FL3206,AC5517,2025-07-08,2025-07-31,False,19700.22,2025-07-23,2025-07-25T14:01:48.610930
ORD-08270835,S009,Cochran Inc JetBites,Catering,FL3206,AC5517,2025-06-25,2025-08-07,False,19294.0,2025-07-23,2025-07-25T14:01:48.610963
ORD-54430ce9,S001,Gomez Group Propulsion Ltd.,Fuel,FL9556,AC5517,2025-07-21,2025-07-26,False,4030.76,2025-07-23,2025-07-25T14:01:48.611047
ORD-3dbc0e59,S004,Jacobs-Ward Aircraft Maintenance,Maintenance,FL9556,AC5517,2025-06-28,2025-07-29,False,19433.42,2025-07-23,2025-07-25T14:01:48.611078
ORD-96c7318e,S010,Madden-Ward CloudCatering,Catering,FL9556,AC5517,2025-06-27,2025-08-08,False,16514.26,2025-07-23,2025-07-25T14:01:48.611109
ORD-e2bcbf13,S001,Gomez Group Propulsion Ltd.,Fuel,FL6435,AC2692,2025-07-20,2025-08-08,False,1590.91,2025-07-23,2025-07-25T14:01:48.611185
ORD-8631da73,S006,Harvey-Waller Aviation Works,Maintenance,FL6435,AC2692,2025-07-21,2025-07-26,False,6409.13,2025-07-23,2025-07-25T14:01:48.611215
ORD-23f19bc0,S008,Douglas PLC JetBites,Catering,FL6435,AC2692,2025-07-05,2025-08-03,False,5501.29,2025-07-23,2025-07-25T14:01:48.611244
ORD-d4a00ab2,S001,Gomez Group Propulsion Ltd.,Fuel,FL7983,AC9717,2025-07-11,2025-07-25,False,10647.88,2025-07-23,2025-07-25T14:01:48.611318
