order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-3a100cf3,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL9376,AC2808,2025-06-28,2025-07-21,False,2196.92,2025-07-04,2025-07-08T16:29:04.669956
ORD-dd50e347,S006,Pratt-Stone Avionics Services,Maintenance,FL9376,AC2808,2025-07-04,2025-07-13,False,8955.44,2025-07-04,2025-07-08T16:29:04.669984
ORD-397ef1f5,S008,Robinson Inc JetBites,Catering,FL9376,AC2808,2025-06-16,2025-07-18,False,6452.68,2025-07-04,2025-07-08T16:29:04.670011
ORD-2b65072d,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL9434,AC7432,2025-06-18,2025-07-19,False,1256.52,2025-07-04,2025-07-08T16:29:04.670076
ORD-ce101db3,S006,Pratt-Stone Avionics Services,Maintenance,FL9434,AC7432,2025-06-20,2025-07-16,False,6168.45,2025-07-04,2025-07-08T16:29:04.670103
ORD-cd32248a,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL9434,AC7432,2025-06-16,2025-07-11,False,4281.51,2025-07-04,2025-07-08T16:29:04.670130
ORD-a9a0db90,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL2660,AC5682,2025-06-14,2025-07-12,False,2111.35,2025-07-04,2025-07-08T16:29:04.670194
ORD-a4418b97,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2660,AC5682,2025-06-24,2025-07-08,False,7104.86,2025-07-04,2025-07-08T16:29:04.670221
ORD-876cb3a2,S007,Payne-Cunningham CloudCatering,Catering,FL2660,AC5682,2025-07-01,2025-07-17,False,6962.82,2025-07-04,2025-07-08T16:29:04.670248
ORD-e8e22911,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL6312,AC2808,2025-07-07,2025-07-11,False,2681.05,2025-07-04,2025-07-08T16:29:04.670313
ORD-a033f08e,S005,Zamora-Robinson AeroTech,Maintenance,FL6312,AC2808,2025-06-25,2025-07-14,False,8379.52,2025-07-04,2025-07-08T16:29:04.670341
ORD-f5a708b3,S007,Payne-Cunningham CloudCatering,Catering,FL6312,AC2808,2025-06-19,2025-07-16,False,6865.17,2025-07-04,2025-07-08T16:29:04.670368
ORD-9bd923fc,S003,Barker LLC Fuel Systems,Fuel,FL8898,AC7608,2025-07-07,2025-07-09,True,1734.53,2025-07-04,2025-07-08T16:29:04.670433
ORD-b04874e7,S006,Pratt-Stone Avionics Services,Maintenance,FL8898,AC7608,2025-06-11,2025-07-11,True,7682.78,2025-07-04,2025-07-08T16:29:04.670461
ORD-140de209,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL8898,AC7608,2025-06-26,2025-07-20,True,5771.43,2025-07-04,2025-07-08T16:29:04.670488
