order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-b4e1bc96,S003,Barker LLC Fuel Systems,Fuel,FL3242,AC4686,2025-06-17,2025-07-19,False,4188.99,2025-06-20,2025-07-08T16:29:04.652902
ORD-4a62f85e,S006,Pratt-Stone Avionics Services,Maintenance,FL3242,AC4686,2025-06-13,2025-07-22,False,19595.23,2025-06-20,2025-07-08T16:29:04.652930
ORD-9b380c5a,S008,Robinson Inc JetBites,Catering,FL3242,AC4686,2025-06-26,2025-07-10,False,12263.57,2025-06-20,2025-07-08T16:29:04.652957
ORD-304791dc,S003,Barker LLC Fuel Systems,Fuel,FL2848,AC5682,2025-07-02,2025-07-09,False,1655.65,2025-06-20,2025-07-08T16:29:04.653021
ORD-a6470623,S005,Zamora-Robinson AeroTech,Maintenance,FL2848,AC5682,2025-07-03,2025-07-21,False,8183.72,2025-06-20,2025-07-08T16:29:04.653049
ORD-ebb832d2,S007,Payne-Cunningham CloudCatering,Catering,FL2848,AC5682,2025-06-10,2025-07-22,False,5355.08,2025-06-20,2025-07-08T16:29:04.653076
ORD-e0c943bc,S001,Reed-Houston AeroFuel,Fuel,FL5335,AC4686,2025-06-29,2025-07-08,False,8886.74,2025-06-20,2025-07-08T16:29:04.653139
ORD-eb24a7e8,S006,Pratt-Stone Avionics Services,Maintenance,FL5335,AC4686,2025-06-27,2025-07-09,False,19490.36,2025-06-20,2025-07-08T16:29:04.653167
ORD-801f9cec,S007,Payne-Cunningham CloudCatering,Catering,FL5335,AC4686,2025-06-22,2025-07-20,False,18903.58,2025-06-20,2025-07-08T16:29:04.653194
ORD-dadb190d,S003,Barker LLC Fuel Systems,Fuel,FL3484,AC2808,2025-06-18,2025-07-19,False,2455.04,2025-06-20,2025-07-08T16:29:04.653258
ORD-99dd3f7b,S005,Zamora-Robinson AeroTech,Maintenance,FL3484,AC2808,2025-07-07,2025-07-18,False,8904.38,2025-06-20,2025-07-08T16:29:04.653286
ORD-1f4265f7,S008,Robinson Inc JetBites,Catering,FL3484,AC2808,2025-07-05,2025-07-13,False,6711.82,2025-06-20,2025-07-08T16:29:04.653314
ORD-fa0afde3,S001,Reed-Houston AeroFuel,Fuel,FL8221,AC5682,2025-06-27,2025-07-13,False,2139.86,2025-06-20,2025-07-08T16:29:04.653380
