order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-70d130b0,S003,Barker LLC Fuel Systems,Fuel,FL3773,AC4266,2025-06-17,2025-07-22,False,4072.51,2025-06-18,2025-07-08T16:29:04.650397
ORD-5a5c13ad,S006,Pratt-Stone Avionics Services,Maintenance,FL3773,AC4266,2025-07-03,2025-07-15,False,18934.81,2025-06-18,2025-07-08T16:29:04.650426
ORD-976ff2f4,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL3773,AC4266,2025-07-05,2025-07-16,False,14439.58,2025-06-18,2025-07-08T16:29:04.650453
ORD-4b52b72b,S001,Reed-Houston AeroFuel,Fuel,FL8846,AC4686,2025-06-20,2025-07-12,False,4047.09,2025-06-18,2025-07-08T16:29:04.650520
ORD-552bbd63,S006,Pratt-Stone Avionics Services,Maintenance,FL8846,AC4686,2025-06-23,2025-07-10,False,20444.84,2025-06-18,2025-07-08T16:29:04.650548
ORD-1ca72f17,S007,Payne-Cunningham CloudCatering,Catering,FL8846,AC4686,2025-06-14,2025-07-09,False,13983.14,2025-06-18,2025-07-08T16:29:04.650577
ORD-e55de10a,S001,Reed-Houston AeroFuel,Fuel,FL8234,AC9894,2025-06-18,2025-07-15,False,1794.4,2025-06-18,2025-07-08T16:29:04.650642
ORD-5555164e,S005,Zamora-Robinson AeroTech,Maintenance,FL8234,AC9894,2025-06-20,2025-07-14,False,11449.97,2025-06-18,2025-07-08T16:29:04.650670
ORD-740ac7e3,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL8234,AC9894,2025-06-22,2025-07-17,False,6633.01,2025-06-18,2025-07-08T16:29:04.650698
ORD-5ea1c497,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5330,AC4686,2025-07-07,2025-07-22,False,9293.11,2025-06-18,2025-07-08T16:29:04.650764
ORD-c25d470b,S006,Pratt-Stone Avionics Services,Maintenance,FL5330,AC4686,2025-06-29,2025-07-14,False,20271.17,2025-06-18,2025-07-08T16:29:04.650792
ORD-cef78433,S008,Robinson Inc JetBites,Catering,FL5330,AC4686,2025-06-08,2025-07-20,False,20615.18,2025-06-18,2025-07-08T16:29:04.650821
ORD-2b63d53b,S001,Reed-Houston AeroFuel,Fuel,FL5330,AC2808,2025-07-03,2025-07-12,False,2634.94,2025-06-18,2025-07-08T16:29:04.650887
ORD-4242ebaa,S005,Zamora-Robinson AeroTech,Maintenance,FL5330,AC2808,2025-06-29,2025-07-09,False,9986.56,2025-06-18,2025-07-08T16:29:04.650915
ORD-18a1bab9,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5330,AC2808,2025-07-07,2025-07-11,False,6593.45,2025-06-18,2025-07-08T16:29:04.650942
ORD-ac1cdffb,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL4795,AC7432,2025-06-11,2025-07-08,False,2284.68,2025-06-18,2025-07-08T16:29:04.651008
ORD-3711e501,S004,Morris Inc Aircraft Maintenance,Maintenance,FL4795,AC7432,2025-06-25,2025-07-13,False,9210.81,2025-06-18,2025-07-08T16:29:04.651036
ORD-14722a7c,S007,Payne-Cunningham CloudCatering,Catering,FL4795,AC7432,2025-06-26,2025-07-21,False,5671.1,2025-06-18,2025-07-08T16:29:04.651063
ORD-00a18e4d,S003,Barker LLC Fuel Systems,Fuel,FL5524,AC7459,2025-06-28,2025-07-14,False,1806.06,2025-06-18,2025-07-08T16:29:04.651131
ORD-22a99ed7,S005,Zamora-Robinson AeroTech,Maintenance,FL5524,AC7459,2025-06-22,2025-07-14,False,7890.26,2025-06-18,2025-07-08T16:29:04.651159
ORD-4268ca4d,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5524,AC7459,2025-06-14,2025-07-09,False,8197.93,2025-06-18,2025-07-08T16:29:04.651186
ORD-531dc19d,S003,Barker LLC Fuel Systems,Fuel,FL2249,AC4674,2025-06-14,2025-07-13,False,8294.08,2025-06-18,2025-07-08T16:29:04.651254
ORD-7a5b98e1,S005,Zamora-Robinson AeroTech,Maintenance,FL2249,AC4674,2025-06-25,2025-07-11,False,23816.62,2025-06-18,2025-07-08T16:29:04.651287
ORD-c528212b,S008,Robinson Inc JetBites,Catering,FL2249,AC4674,2025-07-05,2025-07-13,False,15773.17,2025-06-18,2025-07-08T16:29:04.651317
ORD-ee4fb45b,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL5076,AC9894,2025-06-24,2025-07-10,False,1685.83,2025-06-18,2025-07-08T16:29:04.651393
ORD-d4b0717e,S006,Pratt-Stone Avionics Services,Maintenance,FL5076,AC9894,2025-06-22,2025-07-21,False,12336.36,2025-06-18,2025-07-08T16:29:04.651423
ORD-8ea451da,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5076,AC9894,2025-06-08,2025-07-14,False,4069.54,2025-06-18,2025-07-08T16:29:04.651453
ORD-0d7beaef,S003,Barker LLC Fuel Systems,Fuel,FL8469,AC9250,2025-06-11,2025-07-17,True,1390.87,2025-06-18,2025-07-08T16:29:04.651524
ORD-f19b2b6a,S006,Pratt-Stone Avionics Services,Maintenance,FL8469,AC9250,2025-06-28,2025-07-10,True,5486.71,2025-06-18,2025-07-08T16:29:04.651554
ORD-3bafc194,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL8469,AC9250,2025-07-06,2025-07-14,True,5325.35,2025-06-18,2025-07-08T16:29:04.651583
