order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-b1a849e0,S001,Reed-Houston AeroFuel,Fuel,FL6370,AC8469,2025-07-06,2025-07-19,False,3501.49,2025-06-26,2025-07-08T16:29:04.660805
ORD-ccbd498b,S006,Pratt-Stone Avionics Services,Maintenance,FL6370,AC8469,2025-07-04,2025-07-12,False,21265.97,2025-06-26,2025-07-08T16:29:04.660833
ORD-94c94321,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL6370,AC8469,2025-06-17,2025-07-20,False,17824.25,2025-06-26,2025-07-08T16:29:04.660860
ORD-c762393b,S003,Barker LLC Fuel Systems,Fuel,FL6999,AC5682,2025-07-02,2025-07-19,False,1685.37,2025-06-26,2025-07-08T16:29:04.660933
ORD-ff22e8ca,S005,Zamora-Robinson AeroTech,Maintenance,FL6999,AC5682,2025-06-21,2025-07-10,False,7159.1,2025-06-26,2025-07-08T16:29:04.660971
ORD-39ba36bd,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL6999,AC5682,2025-07-04,2025-07-11,False,6346.35,2025-06-26,2025-07-08T16:29:04.661002
ORD-1ede7313,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL3825,AC9894,2025-06-28,2025-07-10,True,1542.22,2025-06-26,2025-07-08T16:29:04.661067
ORD-c9caaf7a,S005,Zamora-Robinson AeroTech,Maintenance,FL3825,AC9894,2025-06-11,2025-07-08,True,10767.62,2025-06-26,2025-07-08T16:29:04.661095
ORD-b18e7ae9,S007,Payne-Cunningham CloudCatering,Catering,FL3825,AC9894,2025-07-04,2025-07-15,True,5288.51,2025-06-26,2025-07-08T16:29:04.661123
ORD-2f2faeec,S001,Reed-Houston AeroFuel,Fuel,FL3482,AC7432,2025-06-12,2025-07-21,False,1241.4,2025-06-26,2025-07-08T16:29:04.661188
ORD-b62f3521,S005,Zamora-Robinson AeroTech,Maintenance,FL3482,AC7432,2025-06-13,2025-07-12,False,5920.44,2025-06-26,2025-07-08T16:29:04.661215
ORD-818a6b12,S008,Robinson Inc JetBites,Catering,FL3482,AC7432,2025-06-15,2025-07-14,False,3258.93,2025-06-26,2025-07-08T16:29:04.661242
ORD-d67424e1,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL7439,AC5682,2025-06-22,2025-07-21,False,2056.46,2025-06-26,2025-07-08T16:29:04.661324
ORD-418672d9,S006,Pratt-Stone Avionics Services,Maintenance,FL7439,AC5682,2025-06-15,2025-07-20,False,8190.15,2025-06-26,2025-07-08T16:29:04.661355
ORD-63c4374e,S008,Robinson Inc JetBites,Catering,FL7439,AC5682,2025-06-08,2025-07-08,False,6130.12,2025-06-26,2025-07-08T16:29:04.661384
ORD-2a1a8960,S001,Reed-Houston AeroFuel,Fuel,FL9234,AC9894,2025-06-23,2025-07-16,False,1924.74,2025-06-26,2025-07-08T16:29:04.661458
ORD-608bd13d,S005,Zamora-Robinson AeroTech,Maintenance,FL9234,AC9894,2025-06-16,2025-07-21,False,13204.16,2025-06-26,2025-07-08T16:29:04.661488
ORD-08de7a32,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9234,AC9894,2025-06-27,2025-07-11,False,5812.6,2025-06-26,2025-07-08T16:29:04.661519
ORD-b47884ff,S003,Barker LLC Fuel Systems,Fuel,FL1265,AC9894,2025-06-17,2025-07-21,False,1903.34,2025-06-26,2025-07-08T16:29:04.661590
ORD-5c03c11d,S006,Pratt-Stone Avionics Services,Maintenance,FL1265,AC9894,2025-07-06,2025-07-12,False,16179.59,2025-06-26,2025-07-08T16:29:04.661619
ORD-2ae1b343,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL1265,AC9894,2025-06-28,2025-07-08,False,8894.85,2025-06-26,2025-07-08T16:29:04.661653
ORD-08cbc6a4,S003,Barker LLC Fuel Systems,Fuel,FL6282,AC2808,2025-06-24,2025-07-13,False,1939.64,2025-06-26,2025-07-08T16:29:04.661725
ORD-ef35974c,S005,Zamora-Robinson AeroTech,Maintenance,FL6282,AC2808,2025-06-25,2025-07-08,False,9552.19,2025-06-26,2025-07-08T16:29:04.661756
ORD-7fe5f048,S007,Payne-Cunningham CloudCatering,Catering,FL6282,AC2808,2025-07-04,2025-07-22,False,7482.14,2025-06-26,2025-07-08T16:29:04.661787
ORD-fcf1f6c9,S003,Barker LLC Fuel Systems,Fuel,FL6295,AC7608,2025-07-06,2025-07-12,False,789.15,2025-06-26,2025-07-08T16:29:04.661860
ORD-c7d2c4b2,S006,Pratt-Stone Avionics Services,Maintenance,FL6295,AC7608,2025-06-24,2025-07-12,False,4634.93,2025-06-26,2025-07-08T16:29:04.661892
ORD-f98b3e36,S008,Robinson Inc JetBites,Catering,FL6295,AC7608,2025-07-02,2025-07-10,False,5785.6,2025-06-26,2025-07-08T16:29:04.661922
