order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-37ae2f40,S001,Reed-Houston AeroFuel,Fuel,FL2785,AC7421,2025-07-03,2025-07-17,False,1325.02,2025-07-07,2025-07-08T16:29:04.673648
ORD-a9100722,S004,Morris Inc Aircraft Maintenance,Maintenance,FL2785,AC7421,2025-06-23,2025-07-15,False,5954.89,2025-07-07,2025-07-08T16:29:04.673675
ORD-52dbc4f9,S008,Robinson Inc JetBites,Catering,FL2785,AC7421,2025-06-24,2025-07-08,False,5187.24,2025-07-07,2025-07-08T16:29:04.673702
ORD-f033d8a0,S001,Reed-Houston AeroFuel,Fuel,FL2678,AC2808,2025-06-12,2025-07-11,False,1089.14,2025-07-07,2025-07-08T16:29:04.673768
ORD-7683a1ff,S005,Zamora-Robinson AeroTech,Maintenance,FL2678,AC2808,2025-06-16,2025-07-12,False,5134.72,2025-07-07,2025-07-08T16:29:04.673796
ORD-66beb1ae,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL2678,AC2808,2025-06-24,2025-07-16,False,4683.69,2025-07-07,2025-07-08T16:29:04.673824
ORD-4afca13f,S003,Barker LLC Fuel Systems,Fuel,FL1350,AC2808,2025-06-28,2025-07-20,True,1175.38,2025-07-07,2025-07-08T16:29:04.673888
ORD-56b1c61a,S004,Morris Inc Aircraft Maintenance,Maintenance,FL1350,AC2808,2025-06-11,2025-07-19,True,5701.05,2025-07-07,2025-07-08T16:29:04.673916
ORD-1b316cf1,S007,Payne-Cunningham CloudCatering,Catering,FL1350,AC2808,2025-06-16,2025-07-17,True,4279.31,2025-07-07,2025-07-08T16:29:04.673943
ORD-db79f5e1,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL3423,AC9250,2025-06-15,2025-07-14,False,726.82,2025-07-07,2025-07-08T16:29:04.674007
ORD-26170c3b,S005,Zamora-Robinson AeroTech,Maintenance,FL3423,AC9250,2025-07-02,2025-07-16,False,4117.02,2025-07-07,2025-07-08T16:29:04.674035
ORD-efae7d82,S008,Robinson Inc JetBites,Catering,FL3423,AC9250,2025-06-15,2025-07-20,False,6124.6,2025-07-07,2025-07-08T16:29:04.674062
ORD-154b156d,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL2532,AC4266,2025-06-18,2025-07-08,False,8034.82,2025-07-07,2025-07-08T16:29:04.674126
ORD-c500abf0,S005,Zamora-Robinson AeroTech,Maintenance,FL2532,AC4266,2025-06-29,2025-07-22,False,21455.72,2025-07-07,2025-07-08T16:29:04.674153
ORD-b33d147b,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2532,AC4266,2025-07-03,2025-07-09,False,19322.99,2025-07-07,2025-07-08T16:29:04.674180
ORD-df2cf2c3,S002,"Flores, Novak and Morton Aviation Energy",Fuel,FL4163,AC2907,2025-07-06,2025-07-18,False,7303.39,2025-07-07,2025-07-08T16:29:04.674243
ORD-409b6600,S005,Zamora-Robinson AeroTech,Maintenance,FL4163,AC2907,2025-06-19,2025-07-18,False,19499.44,2025-07-07,2025-07-08T16:29:04.674271
ORD-40277a57,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL4163,AC2907,2025-06-22,2025-07-18,False,15172.29,2025-07-07,2025-07-08T16:29:04.674298
ORD-fb4097b2,S003,Barker LLC Fuel Systems,Fuel,FL9241,AC9894,2025-06-24,2025-07-22,False,3319.46,2025-07-07,2025-07-08T16:29:04.674360
ORD-ef2bd78b,S005,Zamora-Robinson AeroTech,Maintenance,FL9241,AC9894,2025-06-14,2025-07-15,False,19189.59,2025-07-07,2025-07-08T16:29:04.674387
ORD-5ff47313,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9241,AC9894,2025-06-18,2025-07-09,False,5664.27,2025-07-07,2025-07-08T16:29:04.674414
ORD-925ddcfb,S001,Reed-Houston AeroFuel,Fuel,FL7530,AC4266,2025-06-08,2025-07-22,False,8919.65,2025-07-07,2025-07-08T16:29:04.674479
ORD-55574acc,S006,Pratt-Stone Avionics Services,Maintenance,FL7530,AC4266,2025-06-17,2025-07-21,False,21939.39,2025-07-07,2025-07-08T16:29:04.674507
ORD-c59b4e84,S007,Payne-Cunningham CloudCatering,Catering,FL7530,AC4266,2025-07-05,2025-07-11,False,24630.75,2025-07-07,2025-07-08T16:29:04.674534
