order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-c6b49e9f,S003,Barker LLC Fuel Systems,Fuel,FL9778,AC2907,2025-06-21,2025-07-09,False,7345.28,2025-07-03,2025-07-08T16:29:04.668862
ORD-1193bf81,S005,Zamora-Robinson AeroTech,Maintenance,FL9778,AC2907,2025-06-27,2025-07-21,False,22853.44,2025-07-03,2025-07-08T16:29:04.668890
ORD-456b6913,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9778,AC2907,2025-07-06,2025-07-08,False,16704.85,2025-07-03,2025-07-08T16:29:04.668917
ORD-07eeab93,S003,Barker LLC Fuel Systems,Fuel,FL2972,AC4266,2025-06-16,2025-07-20,False,9705.43,2025-07-03,2025-07-08T16:29:04.668988
ORD-987ab46b,S006,Pratt-Stone Avionics Services,Maintenance,FL2972,AC4266,2025-06-23,2025-07-11,False,24581.28,2025-07-03,2025-07-08T16:29:04.669017
ORD-e5fc6e43,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL2972,AC4266,2025-06-15,2025-07-10,False,15958.19,2025-07-03,2025-07-08T16:29:04.669046
ORD-8edc5441,S003,Barker LLC Fuel Systems,Fuel,FL5458,AC4674,2025-06-20,2025-07-17,True,7153.75,2025-07-03,2025-07-08T16:29:04.669113
ORD-c18eb15a,S005,Zamora-Robinson AeroTech,Maintenance,FL5458,AC4674,2025-07-04,2025-07-13,True,20007.74,2025-07-03,2025-07-08T16:29:04.669140
ORD-9d8ba3d2,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL5458,AC4674,2025-06-22,2025-07-22,True,20409.88,2025-07-03,2025-07-08T16:29:04.669166
ORD-ed544d40,S001,Reed-Houston AeroFuel,Fuel,FL4855,AC7459,2025-06-21,2025-07-10,False,1191.92,2025-07-03,2025-07-08T16:29:04.669231
ORD-091c446e,S005,Zamora-Robinson AeroTech,Maintenance,FL4855,AC7459,2025-06-18,2025-07-14,False,5720.99,2025-07-03,2025-07-08T16:29:04.669258
ORD-a5cf4388,S008,Robinson Inc JetBites,Catering,FL4855,AC7459,2025-06-08,2025-07-13,False,5581.52,2025-07-03,2025-07-08T16:29:04.669285
ORD-4f150692,S001,Reed-Houston AeroFuel,Fuel,FL1098,AC9250,2025-06-15,2025-07-21,False,1841.45,2025-07-03,2025-07-08T16:29:04.669353
ORD-65421fa0,S006,Pratt-Stone Avionics Services,Maintenance,FL1098,AC9250,2025-07-03,2025-07-13,False,7423.05,2025-07-03,2025-07-08T16:29:04.669381
ORD-17dab1a5,S009,"Heath, Collins and Williams Inflight Catering",Catering,FL1098,AC9250,2025-06-22,2025-07-09,False,6296.49,2025-07-03,2025-07-08T16:29:04.669408
ORD-1344d589,S003,Barker LLC Fuel Systems,Fuel,FL9737,AC7459,2025-07-04,2025-07-09,False,854.16,2025-07-03,2025-07-08T16:29:04.669474
ORD-d1026366,S005,Zamora-Robinson AeroTech,Maintenance,FL9737,AC7459,2025-06-21,2025-07-09,False,4252.81,2025-07-03,2025-07-08T16:29:04.669503
ORD-8556b26d,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL9737,AC7459,2025-06-13,2025-07-14,False,6124.86,2025-07-03,2025-07-08T16:29:04.669530
ORD-0199dfdd,S003,Barker LLC Fuel Systems,Fuel,FL3358,AC9250,2025-06-30,2025-07-21,False,739.98,2025-07-03,2025-07-08T16:29:04.669594
ORD-1dc5922a,S005,Zamora-Robinson AeroTech,Maintenance,FL3358,AC9250,2025-06-26,2025-07-08,False,4217.3,2025-07-03,2025-07-08T16:29:04.669622
ORD-0450f391,S007,Payne-Cunningham CloudCatering,Catering,FL3358,AC9250,2025-06-12,2025-07-09,False,4606.7,2025-07-03,2025-07-08T16:29:04.669651
ORD-94a4abdb,S003,Barker LLC Fuel Systems,Fuel,FL8104,AC7608,2025-06-18,2025-07-20,False,1283.91,2025-07-03,2025-07-08T16:29:04.669715
ORD-bbfe0f6c,S005,Zamora-Robinson AeroTech,Maintenance,FL8104,AC7608,2025-06-17,2025-07-21,False,5868.89,2025-07-03,2025-07-08T16:29:04.669742
ORD-ee53cf34,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL8104,AC7608,2025-06-08,2025-07-14,False,3913.49,2025-07-03,2025-07-08T16:29:04.669770
ORD-07d1487d,S001,Reed-Houston AeroFuel,Fuel,FL9502,AC9250,2025-06-25,2025-07-19,False,1787.59,2025-07-03,2025-07-08T16:29:04.669835
ORD-b206b901,S005,Zamora-Robinson AeroTech,Maintenance,FL9502,AC9250,2025-06-28,2025-07-12,False,6424.9,2025-07-03,2025-07-08T16:29:04.669863
ORD-31ce9dbf,S008,Robinson Inc JetBites,Catering,FL9502,AC9250,2025-06-17,2025-07-09,False,8464.91,2025-07-03,2025-07-08T16:29:04.669891
