order_id,supplier_id,supplier,service_type,flight_id,aircraft_id,order_date,expected_delivery,supplier_flagged,cost_usd,flight_day,recorded_at
ORD-38a59187,S001,Reed-Houston AeroFuel,Fuel,FL9098,AC4266,2025-06-20,2025-07-08,False,7743.04,2025-07-06,2025-07-08T16:29:04.672345
ORD-672240b7,S006,Pratt-Stone Avionics Services,Maintenance,FL9098,AC4266,2025-06-26,2025-07-13,False,23435.65,2025-07-06,2025-07-08T16:29:04.672372
ORD-f9fa2fef,S007,Payne-Cunningham CloudCatering,Catering,FL9098,AC4266,2025-06-08,2025-07-11,False,22531.99,2025-07-06,2025-07-08T16:29:04.672399
ORD-e7e3c615,S001,Reed-Houston AeroFuel,Fuel,FL2568,AC7421,2025-06-15,2025-07-13,True,1111.42,2025-07-06,2025-07-08T16:29:04.672462
ORD-2890437d,S006,Pratt-Stone Avionics Services,Maintenance,FL2568,AC7421,2025-06-26,2025-07-18,True,5998.97,2025-07-06,2025-07-08T16:29:04.672489
ORD-0ff1bc12,S008,Robinson Inc JetBites,Catering,FL2568,AC7421,2025-06-08,2025-07-13,True,4262.92,2025-07-06,2025-07-08T16:29:04.672516
ORD-915a780c,S003,Barker LLC Fuel Systems,Fuel,FL3089,AC7459,2025-07-02,2025-07-16,False,1434.15,2025-07-06,2025-07-08T16:29:04.672582
ORD-5fdbb937,S004,Morris Inc Aircraft Maintenance,Maintenance,FL3089,AC7459,2025-06-11,2025-07-08,False,6253.16,2025-07-06,2025-07-08T16:29:04.672609
ORD-ea85ea1a,S010,"Haley, Stone and Riddle Inflight Catering",Catering,FL3089,AC7459,2025-06-17,2025-07-10,False,5519.24,2025-07-06,2025-07-08T16:29:04.672636
ORD-ff8ec135,S001,Reed-Houston AeroFuel,Fuel,FL4696,AC7432,2025-07-01,2025-07-19,False,1233.47,2025-07-06,2025-07-08T16:29:04.672700
ORD-e177afc7,S006,Pratt-Stone Avionics Services,Maintenance,FL4696,AC7432,2025-07-04,2025-07-14,False,4973.06,2025-07-06,2025-07-08T16:29:04.672728
